daily_energy_kwh,budget_million_xaf,avg_cost,lifespan,install_type,label
11.39542520880911,0.7442892654192614,153352.49465509714,10,1,string
1.774915255274844,1.3652741659587493,361848.59831882204,20,0,string
6.985157228605707,0.6737867423656899,420915.526545475,10,0,string
11.935440648790962,0.8349077179408545,495281.3970907897,20,1,string
19.061285352691364,0.7679816743539565,238545.4012433977,15,0,string
17.323476835273432,0.7266734217317349,339751.6889044407,15,0,string
5.338756669398105,1.185267077011468,474857.98672604875,10,1,string
5.182086770364107,0.8374764701772888,166816.71253526106,15,0,string
4.822286375164115,0.5434039708353025,387058.23453709704,10,0,string
18.52747902974756,0.4614214347218696,401991.49325966527,15,1,string
17.200656908932693,0.15284624375440675,135590.21434773534,5,0,string
15.722785212806027,0.9164732266362643,444499.754073226,10,0,micro
8.461967170260323,0.4219459815614479,425242.01884433755,20,0,string
10.58323338167657,0.3073874908229363,113361.20263097378,5,1,string
9.822303151107903,1.0153619493587487,136433.7659520206,20,0,string
5.8145640436280805,1.0536929609501684,119650.75755674092,15,1,string
10.595532876826573,1.1530168491607324,233897.4127197449,5,1,string
1.5794344092023347,0.805007654874028,303715.5962719704,15,0,string
3.504397096451724,1.3516764472854412,312939.0911818515,10,1,string
17.845202327209982,1.410879854757519,207066.70390777706,20,0,micro
15.281915573597042,1.2303193157094852,464638.75462410966,15,0,micro
9.034499772122654,0.989830874811462,247305.11594876528,20,0,string
10.825856883393667,0.5252093350276641,118220.062386141,20,1,string
8.029978833239571,1.4761228902683097,220090.84461655456,15,0,string
15.074817476052777,0.4837906340687137,312443.7690176622,10,0,string
15.899556405409513,0.3837196907866035,263288.7290352928,20,0,string
15.502418613860023,0.7190157593012158,209537.00763970366,15,1,string
14.729622771854542,0.17957679899734386,152529.29990572698,10,1,string
4.885582435163121,1.4698922505405072,427665.8000384919,15,0,string
7.421429605569097,0.9238069789829947,498458.09684967675,10,0,string
9.927063264689824,0.8797329283298453,231816.85340955283,20,0,string
7.2850668371254566,1.0181147918596078,252648.41767064156,5,0,string
15.34386380300825,0.7958331068880893,347215.00987078284,15,1,string
7.257716960749139,0.14488892393235822,387376.5898942165,20,1,string
3.626409648921406,0.9572358043765554,256811.8139214365,15,1,string
8.581768588917777,1.102643427739003,461971.8067927261,15,1,string
19.618374222865228,0.6834486848736744,324001.59569156735,10,1,string
5.291746845737942,1.16021380089967,280156.0305623724,15,1,string
12.631014519921353,0.4178018190737889,358669.10126396205,10,1,string
9.22648794695442,0.4097872274926576,481121.53929966927,20,0,string
2.349466785337206,0.32598378276260354,417820.9177686822,15,0,string
10.26965551396313,0.6207926637048266,116005.25221404973,20,0,string
14.341122244317937,1.2858168495447169,232923.96429598387,5,0,micro
10.751179540728556,1.2590768870086901,288217.8739804891,20,0,string
17.57001521118504,0.6359538911489052,225807.0288836421,15,0,string
6.48980331649407,0.9247662303723311,380075.0243321826,5,1,string
2.6387342547753336,1.109142843064882,430507.65994503244,10,0,string
18.794746621502117,0.43768948447923217,392538.03807410866,5,1,string
8.185730641036162,0.3353975202526459,495733.3147313101,15,0,string
11.951705477619035,1.4609343904972354,209019.05915721162,15,1,string
16.048059396473725,0.9645802384934659,449995.7980097686,20,1,micro
7.161959613636031,1.4739820105671295,406649.06606979447,10,0,string
14.607126225374612,0.5728583819851207,244871.50302325844,15,0,string
3.5729581465387326,1.084244379963784,393649.81746278744,15,0,string
6.5345811969046,0.41164509115773273,141630.38256729877,10,0,string
3.7495020865938784,0.46568023978347806,415733.3929362209,10,0,string
16.413380609625797,0.8166629697774735,312932.24103484105,20,1,micro
5.230335469308922,0.5474653757112997,216916.06908370127,5,0,string
14.630667552698995,0.33467018937681825,362310.92071367207,10,1,string
18.9226695476674,0.46803298278505634,356647.9994857636,15,1,string
11.027671972308664,0.1500477522522105,183794.4890878399,10,1,string
11.260554652953067,1.0861930700684812,112158.96592461046,15,0,string
9.75963779385843,0.7889633199202062,273449.0347606696,20,0,string
7.191912724479212,0.23194029296633586,327804.74773776846,5,0,string
10.037445587573425,0.3403715903798877,450642.11134823936,20,0,string
12.45334311306843,0.2435483533577016,471286.71825903776,10,0,string
19.733839871242527,0.957629931586227,311522.0872627066,15,0,micro
18.81752662704626,0.23189450905749132,401521.39350741793,10,1,string
17.380906207569314,1.1559952662493025,275721.3089311988,10,0,micro
17.89348017839231,0.12871528704854765,398432.8626291572,10,1,string
9.889134482548815,0.44912610319424895,181920.60997566677,10,1,string
13.491442216371832,1.3469333462486701,248425.89392141256,5,0,micro
18.006267735788068,1.1059438453711445,353691.19952544593,15,0,micro
8.46606453483571,0.2021556660959628,107263.18624283154,10,0,string
19.273487088563908,1.2495765462792516,388984.5241355816,15,0,micro
8.899935179314477,0.7902491701562866,434214.20050726674,5,0,string
12.420570642471096,1.285496238036361,259656.66443758056,15,0,micro
14.486289552175066,0.9410356842305507,279176.9668708657,15,1,micro
19.06124824844283,1.0545662448460023,440512.8848866124,5,1,micro
5.647709206993055,1.4909021845539914,410261.8541304134,10,1,string
15.176488586534203,0.4252697642936254,215259.79561335,15,1,string
10.895496136737561,0.9735238046659436,229590.4426246156,20,1,string
6.1025856717921805,0.7444499460803576,371551.29295623867,15,1,string
15.75552995613142,0.15523273409176802,325279.2369792645,10,0,string
11.492223323303085,0.12025889810401105,164891.82843859878,20,0,string
13.55850259234384,0.2669200089450021,223971.96369166655,10,0,string
7.13512030298012,1.0087284367539673,459993.31075146166,15,1,string
10.144205084724495,0.894028323078749,375269.77468890534,5,1,string
12.729730768773274,0.8748013856292184,494389.7270742078,10,1,micro
8.693305471127037,0.14459946753956412,406805.0119923078,10,0,string
4.769078257106325,0.7570241949040099,476789.7728574361,5,0,string
19.271169353990775,1.39447194497954,186475.42954819015,15,0,micro
10.717883260809732,0.6566286170349052,408593.9499267703,10,1,string
14.94448703546631,0.9748914577038388,108087.00805911898,15,1,micro
8.809896677565105,1.191746145872401,368304.00868461357,15,1,string
7.74750351648861,1.1974953907986425,287712.91124809656,15,0,string
8.736121670875374,0.8269921153533798,238704.02876802746,5,1,string
8.774736231927346,1.3011327235632708,444961.7409172356,15,0,string
11.339422202897119,0.6479293307092456,441707.0770630123,15,0,string
11.3259275296459,1.3441705006987177,108920.68195945743,20,0,string
10.445922501774561,0.43631803295376337,343802.0489797724,20,0,string
3.5609299134313237,0.49230296978679944,247132.88972838258,20,0,string
10.425434091510091,0.17436887387860153,266264.4006001797,10,0,string
4.212974107992379,1.213814571159196,432816.2956875104,10,0,string
3.396579939619538,0.6838773307257877,223935.9086110713,20,1,string
18.720268629482188,0.4207632594759586,477219.5242550481,5,0,string
12.494050249806381,0.42450638866321155,171853.5305488563,5,1,string
13.530311104367101,1.3619599177209265,365088.96934727114,20,0,micro
8.634079736333913,1.2674832406454517,368842.0268055059,10,0,string
18.27063694638242,0.8749432395000566,200878.06457116728,10,0,micro
13.120679302013643,0.9625551205820094,229900.2435868808,5,1,micro
15.614227520948162,0.7640557987704073,433919.3970319762,15,0,string
8.002686911526563,0.6483331600303324,404722.10198198096,5,0,string
19.240225735563385,1.3816676337056641,231638.35212590382,15,1,micro
16.588764513007987,0.2758577849284229,313582.61877397355,10,1,string
17.22502079727633,0.685825505602719,124672.11850123818,10,1,string
4.271691081089331,0.5823866711830255,183498.35295945167,20,1,string
6.148300949553171,0.7974110083516076,294328.2235441597,10,0,string
6.426905393987965,0.740684624363245,134389.49411168465,15,0,string
6.1472752416905525,0.826445344311514,437332.941956775,5,1,string
17.25275507998147,0.2958865681177917,387202.4840430592,20,0,string
1.60581110896325,0.8183981021185879,477453.4682593979,15,1,string
2.4458997906347117,0.43938633944209515,377386.76238561084,5,1,string
6.204382541968171,0.3580638885834677,476160.54890487425,5,1,string
4.797586518339429,0.1907679063006677,321805.02227638604,5,0,string
5.405332663774119,1.1677135822585973,340087.44442478777,10,1,string
16.160920595812698,0.6984186891991839,490788.42185050435,5,0,string
11.699405283948892,0.9773011566364616,356851.65874570416,10,0,string
1.1096425645663919,1.1186306806266406,112314.62754429864,5,0,string
9.15713254837971,1.0510433314389749,389521.1106522093,5,1,string
8.74981361015682,0.7587010067255551,462187.47685496625,10,0,string
3.1649601194463273,0.6430579405324217,418232.09991773067,10,1,string
13.846693983427686,0.6263438734969291,333533.3090501691,15,0,string
14.339846579210331,0.9960683157020788,368521.40523740655,5,0,micro
14.696971161989856,0.7927120969186227,496076.7157006687,10,0,string
14.84094796561325,1.288785147183915,136264.83540373534,15,1,micro
1.0010037117136392,1.3245827780573969,366897.9314532958,15,1,string
19.12449527308772,0.33878452920912583,213359.07782823752,10,1,string
16.469966574038597,0.2907271121640159,356036.158634468,5,1,string
18.17565223519642,0.9825612964503992,343049.4303535755,15,0,micro
1.2972226108412486,0.5217160472871911,161382.73284326482,5,0,string
18.74331711992905,0.12599900627113841,182698.65829609567,5,1,string
16.385982045073987,1.3440997371081371,348651.83121728536,15,1,micro
16.907163716215273,0.4176610741413316,151291.97892150964,10,1,string
2.7724603097174016,1.4009929123601328,206072.35005212913,5,1,string
15.036782549453356,1.1044082312295551,434098.21909520094,20,0,micro
19.23841710319973,1.167714885876078,230836.60240065545,10,1,micro
13.892399486945052,0.38204609411042456,295224.06250786514,15,1,string
11.840666687867524,0.4278721958635381,476456.1340583361,20,0,string
18.966963877230942,0.829774855353692,190859.63553477853,5,1,micro
9.415805312954284,0.340939793709807,255850.40694320414,10,0,string
12.386577759899096,0.5276043697562451,342583.1102174183,20,1,string
10.050427576392957,0.5500474691269263,402135.57180158887,10,0,string
18.724078205845682,0.3234819065538697,460661.35468508204,5,1,string
2.445609808544638,0.38725596675322504,466189.19502940605,10,1,string
10.521274315681616,1.2039725788115592,410656.02974904916,20,1,string
14.052096386323328,0.33407419636617575,191332.33463732418,10,1,string
16.046224230022503,0.13984034858149147,109923.73201702633,15,1,string
12.077354301438591,0.9810969196805137,253509.57214224953,15,0,micro
18.269437138307627,1.4663763671494299,156619.54039512933,20,1,micro
18.897837490793563,0.5636993404723699,384155.0589753192,10,0,string
2.222065240678087,0.2661179844747532,364452.2347302867,20,0,string
8.645040251286112,0.898542255514543,117588.65664858193,10,0,string
1.4457214127019342,1.3688958955339046,434637.51165238046,5,0,string
7.258916490114416,1.1976864917598704,199497.3065164729,15,1,string
11.200496141441441,0.9715222157778023,272890.8301964169,5,1,string
18.30510367968903,0.5410790952506391,367173.49418229697,10,1,string
17.084532126842653,0.8586322425867079,271767.5147409013,5,1,micro
3.4224948067677285,0.2277427778259575,276515.1211199773,20,0,string
2.7675771200770183,1.0505235939929378,126251.19813429615,20,0,string
12.196079436376674,1.1151344264567111,260577.4197040015,10,0,micro
11.11024147671687,1.4510442720738863,405939.1572879934,15,1,string
6.061175187170453,0.4645563022431003,466070.5348746391,20,1,string
18.08960860652287,0.1258389866602317,265398.8548253487,15,1,string
18.619961779769515,0.8638518501980108,269434.3307516315,10,1,micro
8.64961732846309,1.0895067061555401,381050.84252946085,15,0,string
17.915748585156884,1.2065704662361831,477108.80044211063,10,1,micro
8.29502899099648,0.37123450623473486,206824.37609574408,5,1,string
14.999519804764303,0.46645401665183306,276057.68261517474,10,0,string
10.04290213340676,0.8176272953742147,418389.29742092045,5,0,string
3.329079973636477,0.5628411339580026,343877.4277496154,10,1,string
18.630749823503407,1.304716081222423,144234.5375855819,20,1,micro
9.627835274173195,0.7632642152342083,351093.0942249063,20,0,string
14.955253766125669,1.219410101742804,174698.51383893075,15,1,micro
7.976302474194551,0.9128676646752952,304086.37363136164,10,0,string
1.3587366929484586,1.1823261982639568,311641.3070641754,10,0,string
2.9100768151448824,0.5657421811424533,450481.34488999395,10,1,string
10.428170110308564,1.2639832707024357,284997.70960497524,15,0,string
14.109322785400886,0.4844012417714302,211776.96889435768,20,1,string
7.359971205006302,0.8645383312046071,192386.53928641265,10,1,string
14.214280724375357,0.39960995844342384,449700.75067373447,15,1,string
14.274076199207165,0.7657371302766707,168404.34176729136,10,1,string
14.374782239228786,0.5454452933121844,270347.4243532575,5,0,string
10.35791522638966,0.47338480289209994,174869.2459707788,10,1,string
18.382836852308575,1.4537790252392524,409321.61604575015,5,1,micro
10.294733841631697,0.32410374768142286,289749.05598984763,15,0,string
9.555038676436126,1.2022561724403533,240457.47622272483,15,1,string
4.788235561201913,1.4778309432765009,244439.85625058672,20,1,string
6.845446659770394,0.12786207723610896,440885.6826891918,10,1,string
1.8043553578477636,1.078638379658933,321509.5817177752,15,1,string
13.037170578707235,0.4540765277788019,387147.14045250544,20,0,string
5.722179134614764,0.15668295405962623,458815.4065002738,10,0,string
6.778949835223837,0.664045410539283,460696.6704162568,15,1,string
15.645475911622103,1.409304934239225,231403.62173514525,5,0,micro
7.217202480067623,0.11647113211379677,480980.5052585541,15,0,string
5.601721948249701,0.9230399687016942,109950.35280584218,5,0,string
4.212097233540409,0.801955070033454,250734.22440646627,20,0,string
15.722309641457162,1.3227378301194666,458319.54300353664,20,1,micro
3.464418901810511,0.2176024003288759,209854.75192679316,10,0,string
9.621321444756717,1.0541364418413104,209232.58012852736,10,1,string
10.631672205466694,1.0521535778065882,221048.91403275548,10,1,string
14.060408341028577,1.0367120236071965,344925.35393876885,20,0,micro
13.032386164326914,1.4192682929090517,275333.11024574155,5,1,micro
16.40369278595832,1.2523225406096326,390693.934541337,10,0,micro
1.8502772445985247,0.15876181674090842,457964.2570258663,10,1,string
6.632373770808547,0.7595159909863184,369679.74997714424,20,1,string
6.322548256732215,0.6571342786818668,181786.6880790302,5,0,string
3.774321206250056,0.5342061095271229,473072.76094420085,15,1,string
6.49438682327242,0.7318714152157362,205797.1493389914,10,0,string
6.885540968715165,0.6378718588963683,159957.71813126325,15,1,string
10.915804776622087,0.7052674598301314,135986.91154438438,15,1,string
13.610385099598865,1.4709666118520994,325353.4962664662,10,0,micro
8.240909758624468,0.22408616464941306,145504.98499226072,20,0,string
14.669934394954243,1.3911232177742217,155510.3536450523,10,0,micro
7.38714143301202,0.7723313988594374,220012.19223819865,5,1,string
6.515389868980447,0.9732391436993576,212661.20387378553,5,0,string
11.282573061283463,1.2622561532647714,341695.8041328569,10,0,string
1.4506108458100215,0.6046482408089577,426698.1117890726,15,0,string
2.515993349046007,0.7025906713231536,404539.86248115695,5,0,string
8.941421328144013,0.6733258723901995,204993.7818865907,5,1,string
18.915341516443373,0.6246234315500637,198124.19919439196,10,1,string
14.70872381702505,1.3957410503056529,486316.612042787,10,1,micro
2.6744048205105972,1.260501847670217,103294.49663678405,20,1,string
17.0800422428366,0.25259998580816656,451888.2132240863,10,1,string
14.913714641555439,0.25137269346793445,179891.407648962,10,1,string
12.60798398835041,0.6990173207941875,478913.72923590714,5,0,string
16.58556625157437,0.23812032742593267,236922.91393100788,5,1,string
8.678087107116184,0.9667303333795675,276140.7095573009,5,0,string
5.208519966223202,0.30116825016642745,382848.2455777524,15,0,string
10.728444393066427,0.8313225695535215,335067.62058930413,5,0,string
11.427993356276003,0.11010792580520486,227175.73188272913,5,0,string
11.22820106818833,0.5432348877777053,321532.3663471294,10,1,string
11.736402038122,1.0480670131417176,392282.7537451545,20,1,string
19.025393446544435,0.7776545163189877,116933.97836099684,5,1,string
18.142666838828397,1.4695772803985834,104479.72210228165,20,0,micro
17.63862369461985,1.3237453144926952,283226.7756291565,5,1,micro
16.226919407263914,0.6026990906604116,152734.64712140567,5,1,string
18.925134038040422,0.16368115806118444,365737.7165858858,20,1,string
2.8713981919086615,1.2838768201610264,185620.98249097366,10,1,string
6.03734196746905,1.37572803444054,273140.4427182684,5,1,string
10.406062967437112,1.2488783507866514,179068.37474970758,20,1,string
17.0841553693447,0.2791299172876708,319393.4342996498,5,0,string
10.598148518931918,1.4970811881772028,146421.38375382757,15,0,string
15.212660047490186,0.4620179101738834,109242.7411149921,15,1,string
3.640238199729408,1.1138868779317181,120452.65524267887,15,0,string
5.7958624465546436,1.3712488268700103,481703.376606124,15,0,string
14.903745805715776,0.42996196006299314,156914.48744437433,10,1,string
4.129946168866757,1.3715619765478926,383391.3012547341,15,0,string
7.675762758443608,0.5332742108728137,127170.4816891305,20,1,string
6.0324588984578575,1.4669785113376785,143264.14089407286,5,0,string
7.647372190227091,0.49376402853266443,303550.50056373386,20,1,string
14.458156932481437,1.4348101546609693,285948.37206173746,15,0,micro
7.989096441713219,0.17496251124974488,480632.12377594784,10,0,string
11.550003129550865,1.0929808163377381,477934.18120829493,15,0,string
2.898705664033783,0.8449555873718051,411843.45701698604,15,0,string
16.295336171457926,0.7690279079718229,340840.7320509399,10,1,string
8.027883887314372,0.4128920399581759,281984.1269572044,10,0,string
13.322149021633507,1.0878341056870886,242471.41373136843,10,1,micro
14.78240243157482,0.3671332880248299,478835.0187902222,10,1,string
4.983557520122307,0.8739785143786755,341163.5245698742,10,0,string
17.808824714113648,0.45454350825635115,331629.01107439783,10,0,string
12.708260780532106,1.4378699316938985,192760.44870756596,5,1,micro
9.145777693278148,0.14008367136991395,118679.12715404523,15,0,string
4.464368487986171,0.37961959215573116,478075.43190381775,15,1,string
18.903717820122928,0.4392348489424268,225494.10353786155,10,0,string
15.346295878500877,0.6796949560749429,277035.6093297835,20,1,string
4.952466691931729,0.42582233861807495,145855.97743428274,10,0,string
7.416504719760265,0.7878887263762993,434769.7319637168,5,0,string
16.383810903673393,1.3214517325619546,111052.73314237225,20,1,micro
14.21787560109144,1.096888789972839,433596.3048396386,5,1,micro
15.549901561598762,0.9119467727491554,156114.0051151867,20,1,micro
9.382820942045715,0.2246044491757515,454625.64505246084,20,0,string
14.613048990201172,1.071588951744986,391909.05493446294,10,0,micro
8.34338073441436,0.33297999803531575,165868.10500292204,5,0,string
5.013995421825732,1.2009143403463771,326327.1971437872,20,0,string
13.020863661985839,0.45007946191421444,225062.52574208778,5,1,string
19.54426458637709,0.6838682196492611,171293.23956463338,10,1,string
6.901418456511262,0.5906582832450991,443672.8797644434,10,0,string
9.758422252038253,1.3023394805447994,261409.10660289176,10,0,string
13.806026050327219,0.2771622421987714,259417.485746153,10,0,string
11.288619360327269,0.891902835338704,167954.669922648,15,1,string
17.025128118471937,0.2988862532202871,253226.27043431147,20,1,string
15.473111422920802,1.0867141705850614,448646.7385315401,15,0,micro
2.107646873384784,1.3671093789122737,245251.48419585437,10,1,string
19.970003444551708,0.7084507154141547,480641.42499991524,20,0,string
15.295646620669878,0.7833291643709661,478523.559683355,20,0,string
17.41416300958815,1.3983919710758672,157959.4637229384,5,1,micro
13.372756529811582,0.8293879441090999,170924.50140905794,10,1,micro
17.26941743288848,0.7826378132693852,445069.62813275564,15,1,string
3.1352765236454787,0.9096607437860258,257104.3675698877,5,1,string
7.607018875626996,1.0649216309081326,101749.59291320374,20,0,string
17.65199792848536,0.24963672512184393,209548.7278821484,15,1,string
4.8314490140709525,1.2495547388381225,339051.59727822396,10,1,string
2.486599873020432,0.7097070384345628,419706.3863839872,15,1,string
15.97425985895916,0.20128791385647976,153355.4468373038,15,1,string
16.874236957222628,1.2006557368774984,144216.54576669412,15,0,micro
4.090392145608112,0.6277299603607809,468837.06142893265,5,0,string
17.232573672871595,0.24051449313307552,400459.34712903306,20,1,string
14.048588116346222,0.9872906553605507,335911.8403112314,15,1,micro
10.881570981115095,1.3321838948070983,407674.7159983712,20,0,string
16.774753662846315,1.3428549131795808,271541.7445226554,5,0,micro
8.96573573706035,1.4407288647325625,403382.29892365064,10,1,string
4.685885168244547,1.3147876436733632,248721.1965098143,10,0,string
6.412200855601659,0.10299728708366532,197637.82899704092,15,0,string
10.598116347572981,0.6323376329787462,391605.3685171875,5,0,string
11.095285060790339,1.2459596118677043,267868.91686290735,10,0,string
16.30603570238344,0.6127542083978639,492550.8417304779,5,1,string
16.035701749394356,0.9421679089315885,239794.0729232404,5,0,micro
12.045964586886923,0.9488437263243448,468690.96821242635,15,0,micro
15.83492418394405,0.6110354256543522,473185.0194268318,15,1,string
4.643695707579749,1.3662634981938027,196741.17882589845,5,1,string
1.9512260147725926,0.8045196835405646,419288.47263520537,5,1,string
17.5990426300593,0.7506978883125011,273229.8020578261,15,0,string
2.4355353814926217,1.4965192439266541,467009.8908921392,5,1,string
5.687080165135948,0.7909005097016633,280049.70905409555,15,0,string
14.211060042863307,0.34975755270001346,397721.48693494644,20,1,string
8.779510814918874,0.8182971920088132,286786.96366551914,5,0,string
17.64996542839467,1.239623429727902,191120.30228514248,15,1,micro
6.661616098583121,1.187604457657594,179740.05157787452,5,1,string
1.2255555867178267,1.2040144711518594,270172.47770253825,15,0,string
6.7124571706541385,1.0912332975970764,402197.86280568596,5,1,string
11.983425934511802,0.4559049606933635,342028.59407230676,10,1,string
8.142829132662573,1.306917720176324,375451.7159602173,10,1,string
11.16258235941635,1.350820851526771,212930.54029277698,5,1,string
17.655364257865354,0.3718137752659687,292574.1383830422,10,1,string
18.337216030377,0.2826378911719515,117758.1059877308,5,0,string
6.05350722842813,1.465846956024757,427012.9663832483,5,0,string
9.780668992128113,1.315653549110515,495956.86489594984,20,1,string
11.433736289587573,1.3505306060939255,262751.62504986837,20,1,string
19.033136680876694,1.3409269384741533,104385.46125261734,10,0,micro
19.973729064123308,0.8583615536472197,167917.05582037894,20,0,micro
5.472737727989006,1.0049624313321195,361010.7511001675,20,1,string
14.812617555570494,0.8635079929870982,344831.72728154366,5,0,micro
8.182590182430708,0.1716888888664607,415145.8878342176,15,1,string
1.1540557408380514,1.1437043194938818,201553.60438442725,5,1,string
1.1757979262821447,0.8074648466702323,405452.76621885365,20,1,string
9.750754143682858,1.0067927047063217,375193.6086094679,5,1,string
10.278363347082358,0.8036957269657493,229125.79908553732,10,0,string
1.4288242348954103,0.7885358512514382,318195.2592227848,15,0,string
14.051620918711746,0.34050475326887353,158909.52339933068,20,0,string
6.586064383304109,0.4901992011976085,281025.8013742331,20,1,string
11.637968929183039,0.32239376872153813,452478.9358222564,5,0,string
6.717462390142956,0.3739328138754794,268476.5519301563,5,1,string
4.175551982516836,1.462168332588427,435826.6825901688,5,1,string
8.73630103337863,0.3143588240810778,336101.34610387776,5,0,string
5.4131939310195145,0.4769785940272907,176750.6852409427,20,1,string
11.161218561464192,0.9268255208340189,332442.4978791586,5,1,string
4.777742075443119,0.9542500067312986,302393.3316628254,20,1,string
10.659713556247914,0.3155637816413607,259456.5340785536,5,0,string
3.9901917825084836,1.2112043960992973,147852.17580642813,15,1,string
13.748519480229914,1.1992840150779551,266683.46553889196,15,0,micro
15.324816004387056,0.43224478588544746,129104.95049585085,5,1,string
3.097490450748742,0.5041328237456446,139507.6205595005,5,0,string
9.888245828709444,1.4131830116432957,266366.6131730864,10,1,string
2.346562312442598,1.2559400243712693,222152.59278738548,15,0,string
12.365466465298045,1.0769158462875332,470217.7303448894,20,0,micro
6.023681660663262,0.21512651011484074,250282.32215210822,15,1,string
11.02486467993545,0.6855697132636059,403143.24882884003,20,1,string
10.831759178301532,0.8830226209075578,312099.01054649707,5,1,string
18.56273257768221,0.3623758031772877,381634.2674569342,15,1,string
11.432581228805734,0.7275172149515142,204046.39320615967,15,0,string
12.076971114647996,0.9414362284841659,476761.98913533165,10,1,micro
8.631409389523226,0.5583273521615589,312035.39876576955,10,0,string
19.03251246047352,1.1933227465306822,432529.62851409987,15,1,micro
15.766532279352584,1.2766294142943277,246018.2773904454,15,0,micro
6.42270051575399,0.553053257207699,140084.5396202098,15,0,string
17.03998212974841,1.27412001628944,369484.65908833954,20,0,micro
9.21553084351671,0.24500719254422101,103103.85933496979,5,1,string
16.744675727138286,1.272820738071719,290117.1906262033,10,1,micro
16.63487329757654,0.3138506043346632,177120.76106658368,5,0,string
4.588533548494233,0.21609801351361646,350950.2017741449,10,0,string
14.321681496287962,0.9984855662174156,491767.94925514085,10,0,micro
6.522216416824091,0.760712312057412,285761.1625282584,10,0,string
6.652360729860696,1.3710468405779659,426999.30261026666,15,0,string
6.630613460731034,0.6084648745271889,303113.67478044843,10,1,string
14.785796703639015,0.5020131688126801,298336.01244160964,5,0,string
5.366694794058185,0.8010288686018776,472169.39727151114,10,1,string
1.0172108696757143,0.7383246600761257,455986.3474986726,5,1,string
14.589500216170029,0.5821992647040636,414320.1860751898,10,1,string
4.25251013286738,1.07123781817766,218502.30132671364,10,0,string
2.9851655108488586,1.1633865674794717,318003.3662895762,15,0,string
5.512806291287142,1.2941775566421914,189558.893322274,5,0,string
8.218109924131376,1.46199924659448,277566.6792186159,10,0,string
10.042220221990814,0.47331866898550623,293685.22630391625,10,1,string
1.8468307735399856,1.1025308754859462,432656.01606773236,5,1,string
19.440893319919848,0.6519615296940433,458411.3461299972,10,1,string
